window,lookback,hold,gate,quality,cagr_net,cagr_gross,margin_net,vol,sharpe,max_dd,in_market,turnover_pct,cost_drag_pp,avg_n_held,n_rebal
second_half,12,top10pct,True,False,11.353154354946415,12.696650965914124,3.6884940474216865,18.076339221466146,0.6280671222115723,-22.291704073456696,74.57943925233644,24.962864196849786,1.1921353469270146,21.96078431372549,102
full,12,top10pct,True,True,6.932927482994411,9.890791686054602,-3.0634814793427223,27.365342133445818,0.25334700546356453,-58.77540585739547,65.25700934579439,56.733395188127176,2.6916397249283963,2.7549019607843137,204
first_half,12,top10pct,True,True,6.490457351348611,8.93074469445625,-6.128857632130869,32.8831861849194,0.1973792112129696,-58.77540585739547,55.06772536198038,47.11080279501496,2.240219095125495,1.7254901960784315,102
second_half,12,top10pct,True,True,7.426217151179015,10.883692210533557,-0.23844315634571345,20.313920093323897,0.3655728247951323,-43.16189892384159,74.57943925233644,65.86579150280804,3.118109606947328,3.784313725490196,102
full,12,top20pct,False,False,7.975625277847742,9.284088782358225,-2.020783684489391,21.491009327083624,0.37111450451034034,-54.2955545659529,93.57476635514018,25.07526941345119,1.1973046754467531,47.71078431372549,204
first_half,12,top20pct,False,False,12.609509837823275,13.923265920377602,-0.009805145656205383,20.22095328854395,0.6235863194920247,-31.415547341922846,87.15553479682391,24.14574191126283,1.1531938379229056,36.34313725490196,102
second_half,12,top20pct,False,False,3.680087072847571,4.995759319363269,-3.984573234677158,22.648085967598888,0.16248998163078449,-54.29555456595321,99.11214953271028,26.25069982615351,1.25307179551295,59.07843137254902,102
full,12,top20pct,False,True,-0.962794221107266,2.8601730878755838,-10.9592031834444,25.8802462580112,-0.03720189566624522,-71.01865486512386,93.57476635514018,78.75454526035057,3.716664277549664,8.818627450980392,204
first_half,12,top20pct,False,True,2.0323298176599724,5.723408740861169,-10.586985165819508,26.009288644958538,0.0781386159922488,-51.1732361205065,87.15553479682391,73.89187907237546,3.491259851683748,6.519607843137255,102
second_half,12,top20pct,False,True,-3.6064690672245603,0.3353760484276602,-11.27112937474929,25.653731740768173,-0.14058262960211998,-71.01865486512378,99.11214953271028,83.33881220220859,3.9286692997988037,11.117647058823529,102
full,12,top20pct,True,False,12.325775003268058,13.39161980959811,2.3293660409309247,16.368961982231195,0.7529967396007096,-22.496810952253043,65.25700934579439,19.658926654930013,0.939967881329995,33.31372549019608,204
first_half,12,top20pct,True,False,13.55143011094382,14.524176475228433,0.9321151274643391,16.63673178814232,0.8145488118407053,-19.266477998489062,55.06772536198038,17.755710164926292,0.8493807982063561,22.225490196078432,102
second_half,12,top20pct,True,False,11.271823485539523,12.443681290703456,3.607163178014794,16.037084652832327,0.7028598856681095,-22.49681095225301,74.57943925233644,21.8080460554477,1.0421731054270578,44.40196078431372,102
full,12,top20pct,True,True,5.885230267573061,8.739484508632312,-4.111178694764073,19.873461220629917,0.2961351423507354,-50.66930928911779,65.25700934579439,55.31142065190081,2.6248554091983456,5.799019607843137,204
first_half,12,top20pct,True,True,3.4364564090474614,5.809662229402468,-9.182858574432018,22.083215458727427,0.15561395103308437,-50.66930928911779,55.06772536198038,47.17115334386351,2.2429008564545994,3.696078431372549,102
second_half,12,top20pct,True,True,8.68911987238068,12.041767160256644,1.0244595648559507,17.237108347126824,0.5040938246367194,-38.918103897618636,74.57943925233644,63.17328871382104,2.9923191795793835,7.901960784313726,102
full,12,top10n,False,False,10.217980819377726,12.039348711294684,0.22157185704059223,29.661058124829914,0.3444914465416199,-67.07894318557304,93.57476635514018,34.11118544897536,1.625650195995243,9.411764705882353,204
first_half,12,top10n,False,False,18.23257219372365,20.04328993616533,5.613257210244171,30.37850721053936,0.6001799913130075,-48.52883799642914,87.15553479682391,31.631293178695802,1.5083873021178862,8.823529411764707,102
second_half,12,top10n,False,False,3.2708261115970583,5.116822010219657,-4.3938341959276705,28.820793100926608,0.11348841442853629,-67.07894318557302,99.11214953271028,36.87399152218833,1.7561374700265753,10.0,102
full,12,top10n,False,True,2.934901540329271,6.695040801154839,-7.061507422007862,21.850525873458714,0.1343172039577419,-61.69061552909567,93.57476635514018,74.60884787880853,3.5241930951911082,9.269607843137255,204
first_half,12,top10n,False,True,6.6899989840468965,10.277864266400805,-5.929315999432584,19.867588620983987,0.3367292886757769,-41.83223848271231,87.15553479682391,68.78318370829756,3.253477301379981,8.656862745098039,102
second_half,12,top10n,False,True,-0.4244254814165349,3.4977383013487184,-8.089085788941263,23.561072207154673,-0.01801384409354901,-61.69061552909567,99.11214953271028,80.33647283363325,3.7896130361276925,9.882352941176471,102
