lookback,skip,cagr_full,vol_full,dd_full,margin_full,cagr_first_half,vol_first_half,dd_first_half,margin_first_half,cagr_second_half,vol_second_half,dd_second_half,margin_second_half
3,False,8.480726296577146,16.91765949024281,-51.51725600867696,0.9942675209870133,4.754487529677909,16.352910220166653,-51.04372387625358,-0.10714354225047629,13.249544300849326,17.373082170660638,-28.53224291717311,2.2929409983448075
3,True,6.008479773822284,17.455677982912757,-60.94381106438846,-1.4779790017678485,2.4798415584735167,17.204165123943582,-58.369717206093206,-2.3817895134548683,10.678775674657558,17.610767984411858,-31.40333798661731,-0.27782762784696047
6,False,9.52124702804824,16.911101280506283,-34.92038602660031,2.0347882524581076,8.338909026330521,14.943799587900056,-31.409218980601217,3.477277954402136,10.715827795660227,18.675570479896365,-34.92038602660033,-0.24077550684429205
6,True,8.334020624301841,18.10820756691753,-48.41883075402323,0.8475618487117087,9.314080069047904,15.95514761987478,-32.94660314337151,4.452448997119519,7.363279353040886,20.035105298302,-48.41883075402323,-3.593323949463633
12,False,9.214007420970049,16.358704582861254,-34.42123089099355,1.7275486453799163,7.262770895819148,14.81440573632615,-34.42123089099355,2.4011398238907633,11.199637466443724,17.77189847942103,-27.311467665496547,0.24303416393920507
12,True,9.721821513554296,16.475046528905022,-31.97504024193246,2.235362737964164,8.870511486722844,15.314656626620152,-31.11659314406553,4.008880414794459,10.579314958486098,17.56220683769818,-28.025615993961782,-0.37728834401842093
