rsi_period,threshold,exit,stop,n_trades,win_rate,expectancy_pct,profit_factor,avg_hold_days,projected_oos_n
3,20,RSI>65,2xATR,3778,68.1577554261514,0.5133669756931327,1.3134352155177338,6.96638433033351,1686
3,20,RSI>70,nostop,3670,73.3242506811989,1.2516514740831823,1.9665264911132792,12.138147138964579,1638
3,20,RSI>70,2xATR,3727,66.70244164207138,0.5701572719427753,1.3127348489671955,8.250603702709954,1663
3,20,time5d,nostop,3828,56.42633228840125,0.5359053425753398,1.3650471514038434,7.177899686520377,1708
3,20,time5d,2xATR,3866,54.940506983962756,0.41405072503104345,1.2656309129319787,6.68080703569581,1725
4,5,close>5SMA,nostop,3,100.0,1.900422330927191,inf,4.666666666666667,2
4,5,close>5SMA,2xATR,3,100.0,1.900422330927191,inf,4.666666666666667,2
4,5,RSI>65,nostop,3,66.66666666666666,-1.4847874322313825,0.5429194929284329,17.333333333333332,2
4,5,RSI>65,2xATR,3,66.66666666666666,-1.0628609808585598,0.6239642399879181,10.666666666666666,2
4,5,RSI>70,nostop,3,33.33333333333333,-2.4464739255381547,0.21051570566863761,38.0,2
4,5,RSI>70,2xATR,3,33.33333333333333,-2.870638864294321,0.18516979929406097,29.666666666666668,2
4,5,time5d,nostop,3,66.66666666666666,0.7026212553283135,2.533023901582543,7.333333333333333,2
4,5,time5d,2xATR,3,66.66666666666666,0.7026212553283135,2.533023901582543,7.333333333333333,2
4,10,close>5SMA,nostop,80,63.74999999999999,0.6948974087645549,1.8347633347648904,5.7625,51
4,10,close>5SMA,2xATR,80,61.25000000000001,0.18182725836144803,1.140244938147139,4.8875,51
4,10,RSI>65,nostop,80,71.25,1.1451926423929342,1.7393783962958638,16.65,51
4,10,RSI>65,2xATR,80,56.25,0.029339673829082563,1.0124928731443492,9.75,51
4,10,RSI>70,nostop,80,71.25,0.6999122616737107,1.316217729088542,20.275,51
4,10,RSI>70,2xATR,80,55.00000000000001,-0.05009064213876216,0.9802991545130135,11.375,51
4,10,time5d,nostop,80,60.0,0.8158844137489931,1.751358080056285,7.0875,51
4,10,time5d,2xATR,80,57.49999999999999,0.4370567640883799,1.3042524974288217,6.75,51
4,15,close>5SMA,nostop,517,69.63249516441006,0.7921669067448048,1.8402980744987494,5.299806576402321,233
4,15,close>5SMA,2xATR,519,67.82273603082851,0.5275528790137983,1.4521062058070038,4.381502890173411,234
4,15,RSI>65,nostop,515,75.33980582524272,2.044585693341473,2.7852747880092874,13.436893203883495,232
4,15,RSI>65,2xATR,517,67.50483558994198,1.2721514293081393,1.721374103246106,8.982591876208897,233
4,15,RSI>70,nostop,515,73.59223300970874,2.0006647165311415,2.283320802442758,17.945631067961166,232
4,15,RSI>70,2xATR,517,63.63636363636363,1.2551311146945658,1.6118406322500838,10.847195357833655,233
4,15,time5d,nostop,516,60.27131782945736,0.8986103186162417,1.6407672105268885,7.203488372093023,233
4,15,time5d,2xATR,518,58.4942084942085,0.7844450029644737,1.5324883459441214,6.714285714285714,234
4,20,close>5SMA,nostop,1443,69.92376992376992,0.8417545640489308,1.8880558679492678,5.252252252252252,651
4,20,close>5SMA,2xATR,1450,68.34482758620689,0.5714604339937835,1.4835466210430963,4.337931034482758,654
4,20,RSI>65,nostop,1423,73.15530569219958,1.7873510989367611,2.3331322428490573,14.117357695010542,642
4,20,RSI>65,2xATR,1431,66.10761705101328,1.0767374993627057,1.5738500644384155,9.082459818308875,645
4,20,RSI>70,nostop,1417,73.60621030345801,1.972157027698994,2.24619577211257,18.58362738179252,639
4,20,RSI>70,2xATR,1425,63.01754385964913,1.1517667839770747,1.5406494795788521,11.279298245614035,642
4,20,time5d,nostop,1439,59.277275886031966,0.9034451334836426,1.6607332422880703,7.169562195969423,649
4,20,time5d,2xATR,1445,57.99307958477509,0.7343546784740804,1.4914734076044973,6.682352941176471,651
