instrument,rsi_period,threshold,exit,stop,n_trades,win_rate,expectancy_pct,profit_factor,max_dd_pct,tim_pct,ann_ret_pct,ann_over_tim
^GDAXI,2,10,RSI>65,2xATR,177,57.06214689265536,-0.18642440301018454,0.7979441182735162,-39.656032204151,13.11163895486936,-1.4637268220743294,-11.163568697342258
^GDAXI,2,10,time3d,nostop,193,50.259067357512954,-0.12369502354658889,0.8543372298382315,-32.88857505318791,12.22486144101346,-1.1134469809299552,-9.10805399556045
^GDAXI,2,10,time3d,2xATR,197,48.73096446700508,-0.09589445930875161,0.8796321569239328,-29.051470810151713,11.971496437054633,-0.8938006083899941,-7.466072542305308
^GDAXI,2,15,close>5SMA,nostop,249,59.036144578313255,-0.23603456030704867,0.7204534896649043,-56.54597181600495,19.287410926365794,-2.594245111672211,-13.450458029729075
^GDAXI,2,15,close>5SMA,2xATR,278,57.194244604316545,-0.2730464817002393,0.6823323964555614,-62.87305083769517,17.086302454473476,-3.18628634184438,-18.648191148051215
^GDAXI,2,15,RSI>65,nostop,233,58.798283261802574,-0.17044009110878772,0.8111718156348873,-49.89230645487094,20.83927157561362,-1.880036824156428,-9.02160527701204
^GDAXI,2,15,RSI>65,2xATR,268,57.46268656716418,-0.24775247929570654,0.7371796184366071,-61.06733688654435,18.147268408551067,-2.842829658982726,-15.665330974237275
^GDAXI,2,15,time3d,nostop,285,46.31578947368421,-0.2297791419344193,0.758509077372796,-56.814091408346776,18.052256532066508,-2.8490842710681474,-15.782427343680133
^GDAXI,2,15,time3d,2xATR,294,45.91836734693878,-0.22364979248501016,0.7597106054377097,-57.26944547427366,17.81472684085511,-2.8418887120517655,-15.952468636983909
^GDAXI,2,20,close>5SMA,nostop,319,59.56112852664577,-0.19405775185116386,0.750321328699764,-58.7220646070642,24.05384006334125,-2.7554990361331466,-11.45554734244952
^GDAXI,2,20,close>5SMA,2xATR,357,58.26330532212886,-0.23980875483123695,0.7029841968998063,-67.75171084006058,21.583531274742676,-3.5963898954778584,-16.662657512797267
^GDAXI,2,20,RSI>65,nostop,294,60.204081632653065,-0.15185882985143095,0.819692696923114,-53.66597497508605,25.748218527315913,-2.1176392856995463,-8.22441087896226
^GDAXI,2,20,RSI>65,2xATR,339,58.70206489675516,-0.2500543143471348,0.7236981779282731,-69.09936774880153,22.723673792557403,-3.5944794785118916,-15.818214569200416
^GDAXI,2,20,time3d,nostop,365,43.83561643835616,-0.32541167532886345,0.662511506943851,-73.83244533091138,23.072050673000792,-4.965276078013414,-21.52074017340749
^GDAXI,2,20,time3d,2xATR,372,43.54838709677419,-0.3013088488076525,0.6746958645460659,-71.4184596455,22.755344418052257,-4.657503934446517,-20.46773649688918
^GDAXI,2,30,close>5SMA,nostop,426,59.154929577464785,-0.23465372416155095,0.6962847148615602,-70.11416276611779,30.973871733966746,-4.279855794631104,-13.817632588494593
^GDAXI,2,30,close>5SMA,2xATR,490,58.77551020408164,-0.2696578622690556,0.6661490959266331,-77.83847976117416,28.53523357086302,-5.451377701913729,-19.104023411534516
^GDAXI,2,30,RSI>65,nostop,392,60.45918367346938,-0.18951600371228425,0.7669435684645265,-62.781704514701886,32.73159144893112,-3.323831405852107,-10.154811479417539
^GDAXI,2,30,RSI>65,2xATR,459,59.47712418300654,-0.27327059276418153,0.6932112853393534,-76.76854645728581,29.754552652414883,-5.226748062100928,-17.566212885666502
^GDAXI,2,30,time3d,nostop,484,46.48760330578512,-0.2860462516372335,0.6966720464414091,-78.26464012749477,30.641330166270787,-5.790480558929623,-18.897614847359467
^GDAXI,2,30,time3d,2xATR,499,45.89178356713427,-0.2793496797526541,0.6980151263097374,-77.89082385445148,30.60965954077593,-5.785709939717265,-18.901582136220654
^GDAXI,3,5,close>5SMA,nostop,13,38.46153846153847,-0.4685151281869253,0.455049648998438,-11.823288099915818,1.1559778305621538,-0.25045480942558207,-21.66605645921302
^GDAXI,3,5,close>5SMA,2xATR,13,38.46153846153847,-0.7549616653817618,0.3413268878946788,-11.998859835079612,0.934283452098179,-0.40169211735364696,-42.994673238784415
^GDAXI,3,5,RSI>65,nostop,11,63.63636363636363,-0.411545932276773,0.6787004726014134,-13.038402669325755,1.6943784639746635,-0.19723512075425775,-11.640558762272315
^GDAXI,3,5,RSI>65,2xATR,13,46.15384615384615,-0.8251380629453391,0.46223473939345494,-13.979984121678468,1.330166270783848,-0.4442596471601834,-33.39880561686379
^GDAXI,3,5,time3d,nostop,13,38.46153846153847,-1.1971533564622807,0.3156644488223383,-17.4030089173422,0.8234362628661916,-0.6406573814240923,-77.80291084025275
^GDAXI,3,5,time3d,2xATR,13,38.46153846153847,-0.8290173314214657,0.3997977620538223,-13.155055299407891,0.7759303246239113,-0.441612777221867,-56.91397322767531
^GDAXI,3,10,close>5SMA,nostop,55,60.0,0.04756721080229207,1.0662406182103537,-14.387383253983598,4.528899445764053,0.054034324106577714,1.1931005480176164
^GDAXI,3,10,close>5SMA,2xATR,59,61.016949152542374,0.06887098956040165,1.0970675223489375,-13.892141523348434,3.927157561361837,0.1163949144044496,2.9638463083229807
^GDAXI,3,10,RSI>65,nostop,49,69.38775510204081,0.12277882130735392,1.11429713242991,-20.818201856736717,7.18923198733175,0.13253257021887954,1.8434871826700976
^GDAXI,3,10,RSI>65,2xATR,56,62.5,0.1011064842902964,1.095515527702814,-15.8281067795087,5.859065716547902,0.14145727232446337,2.414331553321584
^GDAXI,3,10,time3d,nostop,60,48.333333333333336,0.048686343777666535,1.0540786178692205,-20.04759370866419,3.800475059382423,0.03933782622174142,1.035076552459571
^GDAXI,3,10,time3d,2xATR,62,45.16129032258064,0.16980941198151486,1.2396349316759232,-15.09747221324954,3.737133808392716,0.36264770428815485,9.703899375337702
^GDAXI,3,15,close>5SMA,nostop,107,69.1588785046729,-0.1113007328842835,0.8543986465671557,-28.203974534492204,8.424386381631036,-0.5832190455542507,-6.922985474953183
^GDAXI,3,15,close>5SMA,2xATR,116,65.51724137931035,-0.11540626297261111,0.8478851640505822,-27.927651046073787,7.410926365795724,-0.6164873099775314,-8.318626842966049
^GDAXI,3,15,RSI>65,nostop,94,67.02127659574468,0.20658163891510406,1.2390067303698544,-21.990865110898884,12.47822644497229,0.6199820299256809,4.96851081088918
^GDAXI,3,15,RSI>65,2xATR,107,62.616822429906534,0.012062530370347775,1.0117817195220926,-24.859531499385422,10.182106096595406,-0.07574346166949741,-0.7438879633637266
^GDAXI,3,15,time3d,nostop,118,53.38983050847458,-0.014288811116782745,0.9804666912356631,-16.379961876635306,7.474267616785432,-0.15941531543606224,-2.1328553325820616
^GDAXI,3,15,time3d,2xATR,122,50.81967213114754,-0.029720749998065846,0.9580677595743345,-19.509128088472327,7.410926365795724,-0.22921111895447543,-3.092880803840839
^GDAXI,3,20,close>5SMA,nostop,164,61.58536585365854,-0.1848771830548496,0.7854272641075651,-44.10397681155306,13.064133016627078,-1.419021669700249,-10.861965871705543
^GDAXI,3,20,close>5SMA,2xATR,185,58.37837837837838,-0.23098611177922324,0.7368131972237185,-46.52148971532441,11.718131433095804,-1.8416446296774303,-15.716197076233744
^GDAXI,3,20,RSI>65,nostop,139,65.46762589928058,0.07809790895059714,1.076138759656315,-28.55059552549697,18.24228028503563,0.11471718107203266,0.6288532972828873
^GDAXI,3,20,RSI>65,2xATR,168,61.904761904761905,0.03352018394808487,1.032594969850099,-28.005408884919436,15.407759303246237,0.017349261922761094,0.11260081093755017
^GDAXI,3,20,time3d,nostop,194,45.36082474226804,-0.179831946806938,0.7948347138199414,-43.914889153754,12.288202692003166,-1.549233379869197,-12.607485559115954
^GDAXI,3,20,time3d,2xATR,199,44.221105527638194,-0.23822320794941948,0.7382958345786156,-48.87281879889548,12.098178939034046,-2.0417965321633424,-16.876891492947
^GDAXI,3,30,close>5SMA,nostop,289,59.16955017301038,-0.18508640749271976,0.7686498062908326,-57.800595633418475,22.058590657165478,-2.4115447288514447,-10.932451516652458
^GDAXI,3,30,close>5SMA,2xATR,330,57.57575757575758,-0.2273102812343579,0.7195574857637556,-65.84174907325794,20.0,-3.169749406426603,-15.848747032133014
^GDAXI,3,30,RSI>65,nostop,225,65.77777777777779,0.01925257776732408,1.0201842612831316,-40.297892633520945,27.917656373713378,-0.24756155320702078,-0.886756215826623
^GDAXI,3,30,RSI>65,2xATR,282,60.99290780141844,-0.08712326187251065,0.9149339494072568,-51.79912537525043,23.75296912114014,-1.2753521169279525,-5.369232412266681
^GDAXI,3,30,time3d,nostop,336,45.23809523809524,-0.24721860727009737,0.7394808082434954,-66.23001632003312,21.282660332541568,-3.5594325913595015,-16.724566082169087
^GDAXI,3,30,time3d,2xATR,346,44.50867052023121,-0.2706145208395346,0.7109770477662457,-69.4182642721322,21.092636579572446,-3.93937323543897,-18.676533019367188
^GDAXI,4,5,close>5SMA,nostop,4,75.0,0.46483950485652636,1.8987583868250937,-3.613771565433843,0.34837688044338877,0.07194102403818015,20.650343945504893
^GDAXI,4,5,close>5SMA,2xATR,4,75.0,-0.041903429922077184,0.9590764752741984,-5.604699790598944,0.3167062549485352,-0.011374072397396517,-3.5913633594779504
^GDAXI,4,5,RSI>65,nostop,4,75.0,2.454051813493824,66.09615271593044,-4.801739734657051,0.6017418844022169,0.3849288976875753,63.96910497097469
^GDAXI,4,5,RSI>65,2xATR,4,75.0,1.4678059000935746,2.433481487240013,-4.51201886563859,0.45922406967537605,0.22390696801366516,48.75767251745847
^GDAXI,4,5,time3d,nostop,4,50.0,-0.5815522163764075,0.3358541652374096,-5.461998920914535,0.2533650039588282,-0.09512953554319248,-37.54643855970378
^GDAXI,4,5,time3d,2xATR,4,50.0,-0.5815522163764075,0.3358541652374096,-5.461998920914535,0.2533650039588282,-0.09512953554319248,-37.54643855970378
^GDAXI,4,10,close>5SMA,nostop,16,37.5,-0.671167381201173,0.3486062529359808,-15.899100358048779,1.4410134600158353,-0.4386569063505652,-30.440861138503507
^GDAXI,4,10,close>5SMA,2xATR,16,37.5,-0.845545214826806,0.29814763108473813,-14.794489065542027,1.07680126682502,-0.5510706059519643,-51.17663053803903
^GDAXI,4,10,RSI>65,nostop,14,57.14285714285714,-1.2080385290704552,0.39659303465044043,-26.261983343081052,3.4996041171813146,-0.7123466112026411,-20.355062668527957
^GDAXI,4,10,RSI>65,2xATR,16,31.25,-1.4382868095220331,0.27789608215631734,-24.00650924743384,2.058590657165479,-0.937466166998191,-45.53922188148905
^GDAXI,4,10,time3d,nostop,17,41.17647058823529,-1.0836253111438583,0.33076848013628374,-19.804647056695202,1.07680126682502,-0.7575845221634236,-70.35509202150028
^GDAXI,4,10,time3d,2xATR,17,41.17647058823529,-0.6473497503559849,0.45275867017549637,-13.37230521138234,0.9976247030878859,-0.45156321481022443,-45.26383653216774
^GDAXI,4,15,close>5SMA,nostop,47,59.57446808510638,0.06851615049429606,1.0897328095527465,-12.140016406492549,3.8638163103721297,0.08151226404176093,2.1096309320644275
^GDAXI,4,15,close>5SMA,2xATR,50,57.99999999999999,-0.0952007199389295,0.8933369857245189,-17.517397595022622,3.198733174980206,-0.23582210737475018,-7.3723594458987485
^GDAXI,4,15,RSI>65,nostop,42,69.04761904761905,0.26311360340175843,1.2164769397614674,-24.233874041313243,8.12351543942993,0.32057032210213166,3.946201918274778
^GDAXI,4,15,RSI>65,2xATR,48,52.083333333333336,-0.22664401404378204,0.8490484985484759,-22.845780076784607,5.463182897862233,-0.5257831478325592,-9.624117619022062
^GDAXI,4,15,time3d,nostop,51,47.05882352941176,-0.030573753676902977,0.9733793465938266,-19.739540655216594,3.2304038004750595,-0.14706481789893422,-4.552521201136125
^GDAXI,4,15,time3d,2xATR,52,46.15384615384615,0.19417862563961297,1.2152168044398124,-17.007948423523434,3.0878859857482186,0.337413102294315,10.926993543531276
^GDAXI,4,20,close>5SMA,nostop,92,66.30434782608695,-0.1160679700631691,0.853511351768279,-28.439729701304405,7.252573238321457,-0.5288670941173801,-7.292130347928505
^GDAXI,4,20,close>5SMA,2xATR,101,61.386138613861384,-0.1435023950244654,0.815526194307055,-29.326502569244838,6.429136975455266,-0.6504143765940218,-10.116666965988294
^GDAXI,4,20,RSI>65,nostop,73,68.4931506849315,0.1025817724746916,1.0869206977524382,-26.18904135869251,13.60253365003959,0.11687619617057887,0.859223723884989
^GDAXI,4,20,RSI>65,2xATR,87,56.32183908045977,-0.15985328051671124,0.881913216773378,-31.273331174737486,10.197941409342834,-0.6932947913964038,-6.79837982557188
^GDAXI,4,20,time3d,nostop,105,50.476190476190474,-0.13514626010958172,0.8398178453166638,-27.040876152416182,6.65083135391924,-0.6545139034013103,-9.841084047569701
^GDAXI,4,20,time3d,2xATR,109,48.62385321100918,-0.11375843098845721,0.8578748924800345,-24.773373393380737,6.6191607284243865,-0.5777791581319969,-8.72888847752048
^GDAXI,4,30,close>5SMA,nostop,202,58.415841584158414,-0.2525646660010349,0.7144435130742834,-54.27062033692953,16.326207442596992,-2.2699309939037016,-13.903602547528491
^GDAXI,4,30,close>5SMA,2xATR,233,55.793991416309005,-0.2575913675910594,0.6974903496307356,-55.49080203593737,14.837688044338876,-2.541335839867198,-17.127572922904328
^GDAXI,4,30,RSI>65,nostop,147,64.62585034013605,0.07726520103293624,1.064765417190392,-33.322422792718406,24.798099762470308,0.047872076005694986,0.19304735630649034
^GDAXI,4,30,RSI>65,2xATR,193,59.067357512953365,0.05575628528748185,1.046940424925121,-25.495181342161523,20.205859065716545,0.135825700870984,0.6722094835425267
^GDAXI,4,30,time3d,nostop,241,43.56846473029046,-0.34025801494781777,0.6496902777137463,-62.668566658534615,15.265241488519399,-3.4285174950187347,-22.459634835107167
^GDAXI,4,30,time3d,2xATR,250,44.0,-0.3010250815638636,0.6758629068070404,-59.793379816081035,15.328582739509105,-3.1531326100646018,-20.570281438592932
^FTSE,1,5,close>5SMA,nostop,1046,42.734225621414915,-0.33381770505397024,0.4009107455923512,-97.31330065410243,51.84982935153584,-11.669735846069873,-22.506797017499164
^FTSE,1,5,close>5SMA,2xATR,1145,43.056768558951966,-0.34630901664801306,0.40650930417778447,-98.25127569121972,47.972696245733786,-12.994451376570437,-27.08718165434788
^FTSE,1,5,RSI>65,nostop,1202,39.51747088186356,-0.3702768517889233,0.3352050853755423,-98.92931314403124,47.31740614334471,-14.443146729411682,-30.52396127897881
^FTSE,1,5,RSI>65,2xATR,1253,39.8244213886672,-0.3751766301583423,0.3370389409157703,-99.1565667010354,45.774744027303754,-15.150266441731297,-33.09743563545534
^FTSE,1,5,time3d,nostop,941,41.55154091392136,-0.3024324559567226,0.5859942030578209,-94.77318670608699,51.35836177474403,-9.636524712072813,-18.763302369998232
^FTSE,1,5,time3d,2xATR,949,41.0958904109589,-0.3264060915722125,0.5634803889293041,-95.9810122724473,50.634812286689424,-10.415916023645677,-20.57066186929215
^FTSE,1,10,close>5SMA,nostop,1046,42.734225621414915,-0.33381770505397024,0.4009107455923512,-97.31330065410243,51.84982935153584,-11.669735846069873,-22.506797017499164
^FTSE,1,10,close>5SMA,2xATR,1145,43.056768558951966,-0.34630901664801306,0.40650930417778447,-98.25127569121972,47.972696245733786,-12.994451376570437,-27.08718165434788
^FTSE,1,10,RSI>65,nostop,1202,39.51747088186356,-0.3702768517889233,0.3352050853755423,-98.92931314403124,47.31740614334471,-14.443146729411682,-30.52396127897881
^FTSE,1,10,RSI>65,2xATR,1253,39.8244213886672,-0.3751766301583423,0.3370389409157703,-99.1565667010354,45.774744027303754,-15.150266441731297,-33.09743563545534
^FTSE,1,10,time3d,nostop,941,41.55154091392136,-0.3024324559567226,0.5859942030578209,-94.77318670608699,51.35836177474403,-9.636524712072813,-18.763302369998232
^FTSE,1,10,time3d,2xATR,949,41.0958904109589,-0.3264060915722125,0.5634803889293041,-95.9810122724473,50.634812286689424,-10.415916023645677,-20.57066186929215
^FTSE,1,15,close>5SMA,nostop,1046,42.734225621414915,-0.33381770505397024,0.4009107455923512,-97.31330065410243,51.84982935153584,-11.669735846069873,-22.506797017499164
^FTSE,1,15,close>5SMA,2xATR,1145,43.056768558951966,-0.34630901664801306,0.40650930417778447,-98.25127569121972,47.972696245733786,-12.994451376570437,-27.08718165434788
^FTSE,1,15,RSI>65,nostop,1202,39.51747088186356,-0.3702768517889233,0.3352050853755423,-98.92931314403124,47.31740614334471,-14.443146729411682,-30.52396127897881
^FTSE,1,15,RSI>65,2xATR,1253,39.8244213886672,-0.3751766301583423,0.3370389409157703,-99.1565667010354,45.774744027303754,-15.150266441731297,-33.09743563545534
^FTSE,1,15,time3d,nostop,941,41.55154091392136,-0.3024324559567226,0.5859942030578209,-94.77318670608699,51.35836177474403,-9.636524712072813,-18.763302369998232
^FTSE,1,15,time3d,2xATR,949,41.0958904109589,-0.3264060915722125,0.5634803889293041,-95.9810122724473,50.634812286689424,-10.415916023645677,-20.57066186929215
^FTSE,1,20,close>5SMA,nostop,1046,42.734225621414915,-0.33381770505397024,0.4009107455923512,-97.31330065410243,51.84982935153584,-11.669735846069873,-22.506797017499164
^FTSE,1,20,close>5SMA,2xATR,1145,43.056768558951966,-0.34630901664801306,0.40650930417778447,-98.25127569121972,47.972696245733786,-12.994451376570437,-27.08718165434788
^FTSE,1,20,RSI>65,nostop,1202,39.51747088186356,-0.3702768517889233,0.3352050853755423,-98.92931314403124,47.31740614334471,-14.443146729411682,-30.52396127897881
^FTSE,1,20,RSI>65,2xATR,1253,39.8244213886672,-0.3751766301583423,0.3370389409157703,-99.1565667010354,45.774744027303754,-15.150266441731297,-33.09743563545534
^FTSE,1,20,time3d,nostop,941,41.55154091392136,-0.3024324559567226,0.5859942030578209,-94.77318670608699,51.35836177474403,-9.636524712072813,-18.763302369998232
^FTSE,1,20,time3d,2xATR,949,41.0958904109589,-0.3264060915722125,0.5634803889293041,-95.9810122724473,50.634812286689424,-10.415916023645677,-20.57066186929215
^FTSE,1,30,close>5SMA,nostop,1046,42.734225621414915,-0.33381770505397024,0.4009107455923512,-97.31330065410243,51.84982935153584,-11.669735846069873,-22.506797017499164
^FTSE,1,30,close>5SMA,2xATR,1145,43.056768558951966,-0.34630901664801306,0.40650930417778447,-98.25127569121972,47.972696245733786,-12.994451376570437,-27.08718165434788
^FTSE,1,30,RSI>65,nostop,1202,39.51747088186356,-0.3702768517889233,0.3352050853755423,-98.92931314403124,47.31740614334471,-14.443146729411682,-30.52396127897881
^FTSE,1,30,RSI>65,2xATR,1253,39.8244213886672,-0.3751766301583423,0.3370389409157703,-99.1565667010354,45.774744027303754,-15.150266441731297,-33.09743563545534
^FTSE,1,30,time3d,nostop,941,41.55154091392136,-0.3024324559567226,0.5859942030578209,-94.77318670608699,51.35836177474403,-9.636524712072813,-18.763302369998232
^FTSE,1,30,time3d,2xATR,949,41.0958904109589,-0.3264060915722125,0.5634803889293041,-95.9810122724473,50.634812286689424,-10.415916023645677,-20.57066186929215
^FTSE,2,5,close>5SMA,nostop,96,54.166666666666664,-0.01701280677194005,0.966931131561452,-12.664413197351099,6.334470989761091,-0.0884055648275206,-1.3956266430206647
^FTSE,2,5,close>5SMA,2xATR,101,53.46534653465347,-0.23213640253314025,0.6787267109992029,-22.849797047757203,5.665529010238908,-0.8479239721034482,-14.966368905199415
^FTSE,2,5,RSI>65,nostop,95,57.89473684210527,0.03253470000358442,1.0642250167786285,-15.436379006820179,7.058020477815699,0.07127758699443376,1.0098807054820644
^FTSE,2,5,RSI>65,2xATR,101,57.42574257425742,-0.2467466934680297,0.6853148902462698,-24.504180087918048,6.047781569965871,-0.9031864848611182,-14.934178333200204
^FTSE,2,5,time3d,nostop,106,40.56603773584906,-0.22621858415990043,0.6680207792953796,-25.1663581225371,5.78839590443686,-0.8638625313737491,-14.924040194133756
^FTSE,2,5,time3d,2xATR,108,39.81481481481482,-0.2631653864231382,0.6353522685573486,-26.392703478726197,5.706484641638225,-1.0129583694947097,-17.751004919973084
^FTSE,2,10,close>5SMA,nostop,201,54.72636815920397,-0.13637094957839635,0.7750465980434474,-40.79485928563462,13.174061433447099,-1.1203717351263243,-8.504376124145415
^FTSE,2,10,close>5SMA,2xATR,223,54.7085201793722,-0.18096614107674655,0.7171049924734842,-39.448724546663506,12.081911262798634,-1.4585627733458284,-12.072285101421688
^FTSE,2,10,RSI>65,nostop,197,57.360406091370564,-0.08014520013514581,0.8688209842655656,-39.84740006253268,14.430034129692832,-0.7285589938021086,-5.048906934342901
^FTSE,2,10,RSI>65,2xATR,220,57.27272727272727,-0.14103554329206514,0.7927286378390889,-34.98793211513792,12.887372013651877,-1.1528377606149665,-8.945483682737954
^FTSE,2,10,time3d,nostop,228,43.859649122807014,-0.3084331372231528,0.6081911917805511,-57.50223003749903,12.409556313993173,-2.57406732026908,-20.742621695237638
^FTSE,2,10,time3d,2xATR,238,44.11764705882353,-0.26550125672239405,0.6425818895238592,-51.2868244440954,12.409556313993173,-2.2436530352443307,-18.08004233571477
^FTSE,2,15,close>5SMA,nostop,301,54.81727574750831,-0.18843784574806283,0.6935421204686862,-55.190783014905556,19.604095563139932,-2.1583695737877773,-11.00978908634782
^FTSE,2,15,close>5SMA,2xATR,336,55.05952380952381,-0.22039068772149326,0.6609578907004394,-58.397673320402845,18.02047781569966,-2.6318171431236936,-14.604591343470496
^FTSE,2,15,RSI>65,nostop,288,57.986111111111114,-0.1880503057106297,0.7136257578710861,-53.52908499723596,21.269624573378838,-2.0997359792767956,-9.871993612453485
^FTSE,2,15,RSI>65,2xATR,326,58.282208588957054,-0.18720642959506523,0.7227521309408768,-53.393376923881554,18.89419795221843,-2.2033197267031235,-11.661356212500275
^FTSE,2,15,time3d,nostop,356,46.62921348314607,-0.24264739529421295,0.6657779651779474,-64.66676469493471,19.412969283276453,-3.1488106495104584,-16.220139245895993
^FTSE,2,15,time3d,2xATR,363,45.73002754820937,-0.23948146072076992,0.6660697818221541,-63.41929935087827,19.12627986348123,-3.0821210880889405,-16.11458741631084
^FTSE,2,20,close>5SMA,nostop,377,57.824933687002655,-0.16904736194324196,0.7102780276825119,-59.60175399159182,23.767918088737204,-2.415196698491906,-10.161582892850781
^FTSE,2,20,close>5SMA,2xATR,421,57.24465558194775,-0.20763288117569312,0.6676085732709933,-65.21878549883333,22.02047781569966,-3.104406790720582,-14.097817571003262
^FTSE,2,20,RSI>65,nostop,363,61.70798898071625,-0.14656168791568647,0.7614361611829756,-54.51293579708756,25.73378839590444,-2.092960835791169,-8.133123672238892
^FTSE,2,20,RSI>65,2xATR,410,60.97560975609756,-0.1757008281809411,0.7334552987429716,-59.35260400404978,23.071672354948806,-2.6060002497058643,-11.295237768695536
^FTSE,2,20,time3d,nostop,435,46.89655172413793,-0.23684748092738694,0.6769164664484478,-69.4867199189249,23.726962457337883,-3.6780711063582716,-15.501651814772348
^FTSE,2,20,time3d,2xATR,445,46.06741573033708,-0.23294792452156274,0.6791128118547253,-70.2769434306729,23.61774744027304,-3.675189964813219,-15.56113670072649
^FTSE,2,30,close>5SMA,nostop,482,52.9045643153527,-0.3127845455703869,0.5181471581248613,-82.64402827446217,30.853242320819113,-5.3294097088640076,-17.273418636030467
^FTSE,2,30,close>5SMA,2xATR,547,52.6508226691042,-0.33690447108152466,0.5115930265310045,-86.67018871795489,28.464163822525595,-6.3236028288437,-22.216014734426906
^FTSE,2,30,RSI>65,nostop,455,54.72527472527473,-0.32692210124702603,0.5260127746033793,-81.90056968538438,32.92832764505119,-5.295366721489502,-16.08149304929959
^FTSE,2,30,RSI>65,2xATR,526,54.94296577946768,-0.3461517164202126,0.5307847974463844,-85.72977922699812,29.392491467576793,-6.266774093201056,-21.32100335935798
^FTSE,2,30,time3d,nostop,569,43.23374340949033,-0.3178785972549451,0.5891840359849391,-85.98965910385041,31.044368600682592,-6.286999649743685,-20.251658942116315
^FTSE,2,30,time3d,2xATR,583,43.22469982847341,-0.296006859658419,0.6142879634142127,-85.046605951194,30.907849829351537,-5.989111565672378,-19.377315467557494
^FTSE,3,5,close>5SMA,nostop,17,70.58823529411765,0.340793750955031,2.0711369609629977,-4.417346054368276,0.832764505119454,0.19460229566548026,23.36822648769906
^FTSE,3,5,close>5SMA,2xATR,17,64.70588235294117,-0.30307852771349936,0.6411168039275591,-9.82731065004896,0.7235494880546075,-0.1869258185072109,-25.834558878590943
^FTSE,3,5,RSI>65,nostop,17,64.70588235294117,-0.08581207416255206,0.9284618909610942,-16.65378960480067,2.4027303754266214,-0.0780217766606417,-3.247213147950002
^FTSE,3,5,RSI>65,2xATR,17,52.94117647058824,-0.5960643905326429,0.5873946201383239,-12.134212116211751,1.2969283276450512,-0.3666811091440847,-28.273043415583373
^FTSE,3,5,time3d,nostop,17,58.82352941176471,0.17085008462806625,1.2773922261380304,-5.942652333753829,0.9283276450511946,0.09014842852050897,9.710841748716591
^FTSE,3,5,time3d,2xATR,17,52.94117647058824,-0.2751200814807358,0.7258998449390951,-9.849666037495764,0.8600682593856654,-0.17513820473660235,-20.363291265009718
^FTSE,3,10,close>5SMA,nostop,62,59.67741935483871,0.032300255404094376,1.0723701155201635,-13.772698800964378,3.7679180887372015,0.05205363156568499,1.3814958377487048
^FTSE,3,10,close>5SMA,2xATR,66,59.09090909090909,-0.16774138988285003,0.7314282889489933,-18.592189499592237,3.426621160409556,-0.4047480328189468,-11.811869882066873
^FTSE,3,10,RSI>65,nostop,59,66.10169491525424,-0.07562433230167155,0.9066423639618606,-22.006787215960465,7.235494880546075,-0.20650687103924703,-2.8540808120046877
^FTSE,3,10,RSI>65,2xATR,65,60.0,-0.29716306811846926,0.7001299472463245,-22.696686587996563,5.228668941979523,-0.7045918120529682,-13.475548363676218
^FTSE,3,10,time3d,nostop,68,45.588235294117645,-0.12797981250528226,0.8076483591277686,-20.105363108210927,3.7133105802047783,-0.33060281412470305,-8.903182402439153
^FTSE,3,10,time3d,2xATR,69,44.927536231884055,-0.1277891154224941,0.8030671081409941,-17.745119818092558,3.6860068259385668,-0.3299667347404056,-8.951875303605448
^FTSE,3,15,close>5SMA,nostop,128,55.46875,-0.17563125853384937,0.7538397279869483,-37.66235165247305,8.491467576791809,-0.9382641740867781,-11.049493690009083
^FTSE,3,15,close>5SMA,2xATR,139,55.39568345323741,-0.17020253047161743,0.7527976713474804,-26.80513123465087,7.535836177474403,-0.8695837835789311,-11.539313794774763
^FTSE,3,15,RSI>65,nostop,115,63.47826086956522,-0.1747623728849599,0.8159117530610503,-48.470415142365965,13.829351535836176,-0.9272676247565448,-6.705069448511048
^FTSE,3,15,RSI>65,2xATR,132,58.333333333333336,-0.19270651037004435,0.7946565880208728,-26.290273909637584,10.443686006825939,-0.9551208633789332,-9.145438332353837
^FTSE,3,15,time3d,nostop,146,45.20547945205479,-0.289782481626191,0.6215899533909998,-43.43851342255404,7.931740614334471,-1.5962341492255172,-20.124638800476617
^FTSE,3,15,time3d,2xATR,150,44.666666666666664,-0.21029359203990983,0.6894543369534127,-32.03056171002824,7.8088737201365195,-1.1344343359786402,-14.527502641684508
^FTSE,3,20,close>5SMA,nostop,191,53.403141361256544,-0.20532966456772994,0.6808692197162163,-46.83343101155499,12.709897610921503,-1.529823929933849,-12.03647721457083
^FTSE,3,20,close>5SMA,2xATR,217,54.377880184331794,-0.22552243617461154,0.6618783792307991,-45.89590445768439,11.699658703071671,-1.7477233463381148,-14.938242137604073
^FTSE,3,20,RSI>65,nostop,162,60.49382716049383,-0.19535488608262655,0.7663563595993598,-52.44302418073086,18.771331058020476,-1.3515130829609756,-7.199878787410289
^FTSE,3,20,RSI>65,2xATR,199,57.286432160804026,-0.24244013691449173,0.7334603218488018,-43.968069708714154,15.22184300341297,-1.7591873244733436,-11.556992961226227
^FTSE,3,20,time3d,nostop,224,41.964285714285715,-0.33530110658472423,0.5755418182629602,-58.95108424799938,12.191126279863482,-2.6843617240408846,-22.018980547143872
